Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14585810,2021-07-28 09:42:06,2021-05-19 13:36:15,22224602,6164911315,22224602,277,1973,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585810/SRR14585810.lite.1,SRX10933040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015830,SAMN19268889,simple,9606,Homo sapiens,GSM5322558,,,,,,,no,,,,,GEO,SRA1234219,,public,0AA6D4F59E4AFFAF6545533B542F8D10,979296F55F9F9C08DB554730973A1CC9
SRR14585811,2021-07-28 09:42:06,2021-05-19 13:36:16,22135178,6139883114,22135178,277,1971,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14585/SRR14585811/SRR14585811.lite.1,SRX10933040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015830,SAMN19268889,simple,9606,Homo sapiens,GSM5322558,,,,,,,no,,,,,GEO,SRA1234219,,public,74CD3897D3281038DB9CE10D88752B11,81ECA01A702E4E651C1539EB8B999347
SRR14585812,2021-07-28 09:42:06,2021-05-19 13:38:16,29628952,8388315405,29628952,283,2665,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585812/SRR14585812.lite.1,SRX10933042,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015832,SAMN19268888,simple,9606,Homo sapiens,GSM5322559,,,,,,,no,,,,,GEO,SRA1234219,,public,F669E75DBE1246CFFEAFA0EE5E039BCA,1570DD8641869ECAC9DC93C0764A65D8
SRR14585813,2021-07-28 09:42:06,2021-05-19 13:42:15,29588533,8376606545,29588533,283,2670,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585813/SRR14585813.lite.1,SRX10933042,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015832,SAMN19268888,simple,9606,Homo sapiens,GSM5322559,,,,,,,no,,,,,GEO,SRA1234219,,public,9BF1BA5C004B96EFD41B248B5999D322,9B0AC13E11BECEF4784911A5E8F07250
SRR14585814,2021-07-28 09:42:06,2021-05-19 13:36:06,23645402,6747976105,23645402,285,2164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585814/SRR14585814.lite.1,SRX10933043,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015833,SAMN19268886,simple,9606,Homo sapiens,GSM5322560,,,,,,,no,,,,,GEO,SRA1234219,,public,4CDDDEB7034D27C33A2E18349DCA0464,97EE6121437843963719BA53398C6101
SRR14585815,2021-07-28 09:42:06,2021-05-19 13:37:53,23577563,6728285863,23577563,285,2166,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585815/SRR14585815.lite.1,SRX10933043,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015833,SAMN19268886,simple,9606,Homo sapiens,GSM5322560,,,,,,,no,,,,,GEO,SRA1234219,,public,ED55BF00E1A1495759FBF767DC7CC0D2,BA0BBBE12FE6F85AE3BBB798E541FDD3
SRR14585816,2021-07-28 09:42:06,2021-05-19 13:36:06,26431272,7542958553,26431272,285,2404,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14585/SRR14585816/SRR14585816.lite.1,SRX10933044,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015834,SAMN19268885,simple,9606,Homo sapiens,GSM5322561,,,,,,,no,,,,,GEO,SRA1234219,,public,982A240BE885848EB5620951876322C5,F75E13FA48AB9D3EF03AC6F3B51FEA9A
SRR14585817,2021-07-28 09:42:06,2021-05-19 13:44:53,26411546,7537227714,26411546,285,2410,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585817/SRR14585817.lite.1,SRX10933044,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015834,SAMN19268885,simple,9606,Homo sapiens,GSM5322561,,,,,,,no,,,,,GEO,SRA1234219,,public,888854C18EDFC8598E9BC516A8030A31,B096D6A7809830FFC962D1F8B8D83696
SRR14585818,2021-07-28 09:42:06,2021-05-19 13:34:49,22602814,6432444029,22602814,284,2049,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR014/14585/SRR14585818/SRR14585818.lite.1,SRX10933045,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015835,SAMN19268884,simple,9606,Homo sapiens,GSM5322562,,,,,,,no,,,,,GEO,SRA1234219,,public,AF494EF25D904219051B0CF451547273,C3188B943B81610FD60A75761A5D0A63
SRR14585819,2021-07-28 09:42:06,2021-05-19 13:36:29,22533378,6412648884,22533378,284,2050,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585819/SRR14585819.lite.1,SRX10933045,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015835,SAMN19268884,simple,9606,Homo sapiens,GSM5322562,,,,,,,no,,,,,GEO,SRA1234219,,public,96244C448CDDBED4D49F7FA14D193FEF,CE0096A84BD2495A4B96FE4932CB46D5
SRR14585820,2021-07-28 09:42:06,2021-05-19 13:33:19,21084205,6012885187,21084205,285,1920,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585820/SRR14585820.lite.1,SRX10933046,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015836,SAMN19268883,simple,9606,Homo sapiens,GSM5322563,,,,,,,no,,,,,GEO,SRA1234219,,public,D92A2C7DD3894A7AA4641A9E83C4A493,F474D67D4C61B5ECFE92A8DF6DDD294C
SRR14585821,2021-07-28 09:42:06,2021-05-19 13:41:40,21018350,5993580892,21018350,285,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585821/SRR14585821.lite.1,SRX10933046,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015836,SAMN19268883,simple,9606,Homo sapiens,GSM5322563,,,,,,,no,,,,,GEO,SRA1234219,,public,4FB7FA4EB466DEDFF5643816703456FE,1C1E724EC52E32CF6203C46BFFAAA365
SRR14585822,2021-07-28 09:42:06,2021-05-19 13:38:44,24633627,7049147990,24633627,286,2258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585822/SRR14585822.lite.1,SRX10933047,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015837,SAMN19268882,simple,9606,Homo sapiens,GSM5322564,,,,,,,no,,,,,GEO,SRA1234219,,public,18E9E7D2C229FDF2E0C9A53A0D1B5D62,91936B766EDFA55A52662A205B9527A0
SRR14585823,2021-07-28 09:42:06,2021-05-19 13:36:30,24613933,7043198126,24613933,286,2265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14585/SRR14585823/SRR14585823.lite.1,SRX10933047,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP320496,PRJNA731125,3,731125,SRS9015837,SAMN19268882,simple,9606,Homo sapiens,GSM5322564,,,,,,,no,,,,,GEO,SRA1234219,,public,AFF4C50DF64A73CA43428FDBF93FAC07,12DC00398671397B64BC3B9A0220C49F
