Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8369356,2018-12-27 16:57:12,2018-12-25 20:06:25,12285552,782783267,0,63,320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369356/SRR8369356.sralite.1,SRX5179508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186735,SAMN10643384,simple,9606,Homo sapiens,GSM3530288,,,,,,,no,,,,,GEO,SRA827017,,public,8A376DFB7047BE31F1EC8523F2B4C83F,35CDA225770382F4489FD787C6817538
SRR8369357,2018-12-27 16:57:12,2018-12-25 20:06:10,12049823,767973547,0,63,315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/369/SRR8369357.sralite.1,SRX5179508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186735,SAMN10643384,simple,9606,Homo sapiens,GSM3530288,,,,,,,no,,,,,GEO,SRA827017,,public,06A0C8B397D2AB75D7C255E0F6157037,45C3ED6518D183A8D3DF66A5909A113C
SRR8369358,2018-12-27 16:57:12,2018-12-25 20:06:42,12306298,785093560,0,63,322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369358/SRR8369358.sralite.1,SRX5179508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186735,SAMN10643384,simple,9606,Homo sapiens,GSM3530288,,,,,,,no,,,,,GEO,SRA827017,,public,3BFE647A36F8D316C3586A2C809593FE,2A24FE483FCB738392307FC7CCA6FE2C
SRR8369359,2018-12-27 16:57:12,2018-12-25 20:06:36,12243039,780131937,0,63,320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369359/SRR8369359.sralite.1,SRX5179508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186735,SAMN10643384,simple,9606,Homo sapiens,GSM3530288,,,,,,,no,,,,,GEO,SRA827017,,public,EAC131CE39E69DF208F378AA1DC0075D,6DD4A19F7141A113A83FF4F78BB9F6D8
SRR8369360,2018-12-27 16:57:12,2018-12-25 20:08:15,15731255,983045021,0,62,405,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369360/SRR8369360.sralite.1,SRX5179509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186736,SAMN10643383,simple,9606,Homo sapiens,GSM3530289,,,,,,,no,,,,,GEO,SRA827017,,public,4F5444C1CE09FB33B3FC3D59F3CBD6E8,98BBFFEAF237B0D3AFAADF88118B9A4E
SRR8369361,2018-12-27 16:57:12,2018-12-25 20:07:01,15416193,963814562,0,62,397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369361.sralite.1,SRX5179509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186736,SAMN10643383,simple,9606,Homo sapiens,GSM3530289,,,,,,,no,,,,,GEO,SRA827017,,public,C19C42B8814B104DEFD543E4E3A529B6,9036965ACF2E4E52EA8502FFC536EA22
SRR8369362,2018-12-27 16:57:12,2018-12-25 20:08:39,15718494,984166362,0,62,406,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369362/SRR8369362.sralite.1,SRX5179509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186736,SAMN10643383,simple,9606,Homo sapiens,GSM3530289,,,,,,,no,,,,,GEO,SRA827017,,public,9EBEBDFF5496CC96CCE5668875CB8EDE,FA6F926207F8F03B4723457A4C68C8E2
SRR8369363,2018-12-27 16:57:12,2018-12-25 20:07:44,15600009,975800020,0,62,403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/369/SRR8369363.sralite.1,SRX5179509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186736,SAMN10643383,simple,9606,Homo sapiens,GSM3530289,,,,,,,no,,,,,GEO,SRA827017,,public,E350A1C0B6FB3DCDC77EF41F1D9A3A59,B36716E33B7265D04DFFEC259B19FA54
SRR8369364,2018-12-27 16:57:12,2018-12-25 20:06:40,14425944,799587807,0,55,327,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369364/SRR8369364.sralite.1,SRX5179510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186737,SAMN10643382,simple,9606,Homo sapiens,GSM3530290,,,,,,,no,,,,,GEO,SRA827017,,public,0020E61977829E7E35866555E5FB130C,562846F91B3486037A28043AC90C05D0
SRR8369365,2018-12-27 16:57:12,2018-12-25 20:07:32,14095796,781461543,0,55,321,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR008/369/SRR8369365.sralite.1,SRX5179510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186737,SAMN10643382,simple,9606,Homo sapiens,GSM3530290,,,,,,,no,,,,,GEO,SRA827017,,public,53EFBC00A91EA473B3A7453A4AF4D5DC,DCE9C34FAEE98B980736C52D2597F470
SRR8369366,2018-12-27 16:57:12,2018-12-25 20:06:35,14371417,797937884,0,55,328,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369366/SRR8369366.sralite.1,SRX5179510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186737,SAMN10643382,simple,9606,Homo sapiens,GSM3530290,,,,,,,no,,,,,GEO,SRA827017,,public,409C07A9DD75A0D5BF536068431CD921,18F2BF4376608F3B8D0A621854E61AD6
SRR8369367,2018-12-27 16:57:12,2018-12-25 20:07:03,14325630,794084785,0,55,326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369367/SRR8369367.sralite.1,SRX5179510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186737,SAMN10643382,simple,9606,Homo sapiens,GSM3530290,,,,,,,no,,,,,GEO,SRA827017,,public,78149F33066A8850C95318228C99B052,25E9B9ECB7A2F39AC3D5B3CAF111B19C
SRR8369368,2018-12-27 16:57:12,2018-12-25 20:07:02,13233393,898792190,0,67,365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369368/SRR8369368.sralite.1,SRX5179511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186738,SAMN10643381,simple,9606,Homo sapiens,GSM3530291,,,,,,,no,,,,,GEO,SRA827017,,public,BC0FCBF2CF2D30A28D6F71998F7A83B2,749187BA1F5C2C65EAA6853C058A93BB
SRR8369369,2018-12-27 16:57:12,2018-12-25 20:06:31,12976925,881399400,0,67,359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369369/SRR8369369.sralite.1,SRX5179511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186738,SAMN10643381,simple,9606,Homo sapiens,GSM3530291,,,,,,,no,,,,,GEO,SRA827017,,public,68A76F765F825B585D39021ABBF23032,00585A4EF42F969CE98A081C40A83E29
SRR8369370,2018-12-27 16:57:12,2018-12-25 20:06:38,13345196,907048996,0,67,370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369370/SRR8369370.sralite.1,SRX5179511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186738,SAMN10643381,simple,9606,Homo sapiens,GSM3530291,,,,,,,no,,,,,GEO,SRA827017,,public,3ABD91AD172228FFA5EAFA20BD3401D6,032E84D5530CB4ECEF7C54241AF9FA34
SRR8369371,2018-12-27 16:57:12,2018-12-25 20:06:31,13171930,894639819,0,67,365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/369/SRR8369371/SRR8369371.sralite.1,SRX5179511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP174449,PRJNA511766,,511766,SRS4186738,SAMN10643381,simple,9606,Homo sapiens,GSM3530291,,,,,,,no,,,,,GEO,SRA827017,,public,C288C14283D9668F9589025F7AF81C8B,E0B5FBAAAF8EFEFC99883B7CC53AE5C5
